Row,a1,a2,a3,a4
mvgc-lwr,-40.1093544351493,1.1554617554628,-0.000689436950712769,1.31004438554359
mvgc-ols,-75.2072468030577,2.47713864285081,-0.00333503056799433,2.02533773905605
mvgc-lasso,-28.8475530849246,1.14156174754336,0.00324691638588098,0.589998598810868
mvgc-sbl,-3472.07852928088,98.4726821849058,1.96208158646638,21.3100268847601
mvgc-lapsbl,-2407.59125379727,125.229993436526,1.7470581296302,9.94753669894568
pdc-lwr,-906.086371715979,43.2730722821663,0.0243489601591751,16.4590395273757
pdc-ols,-844.489044240145,42.5321078294543,0.00211443316739368,16.0849554066108
