Row,a1,a2,a3,a4,a5,a6,a7
mvgc-lwr,-1819.84159308285,0.092818343901143,-2257.45731245684,4027.26439537894,1.46926454080763,0.00129265603579986,0.00670030291073142
mvgc-ols,-8395.72552302694,0.0200163414075218,-7868.74245417953,16192.3700288374,1.90062879367303,0.000839961892102603,0.00286470514835842
mvgc-lasso,879.108177087186,0.352191333227541,-911.16888885359,4.99495829377075,1.4722171656537,0.00500528247183815,0.863859625600986
mvgc-sbl,-1478.16798625109,0.646736477762798,7.82063570050168e-05,36.4372632637155,2.38829244125976,2.31398046001148,0.851210875020308
mvgc-lapsbl,-800.377272716651,4.2118362828793,7.83546252670639e-07,0.165727673607797,2.04803540435276,2.99134137547348,2.18054391973867
pdc-lwr,-1266.05411167557,0.0128421054208007,986.443588796117,0.0425256672331982,3.17791351707455,-1.99343868651352,2.48194890044625
pdc-ols,-393.093295649267,0.0121330501657915,137.384407210797,0.0117453687273868,3.19136755214967,-0.00327827690331848,2.81172469564202
