Row,a1,a2,a3,a4
mvgc-lwr,-38.5662970961076,1.15441344053898,-0.000860939739403873,1.27631836939237
mvgc-ols,-75.739863387641,2.4784957427195,-0.00311203531823831,1.98404908003202
mvgc-lasso,-67.0144264952294,2.39483990604996,-0.00117425687091934,2.68666180791484
mvgc-sbl,-3489.14986426597,97.7806973401487,2.00120046964668,20.3448193311904
mvgc-lapsbl,-2442.35956471023,121.760678207016,1.83143168067916,9.89761385111863
pdc-lwr,-765.010515267923,41.574106129101,-0.00541974789382788,14.4782603205528
pdc-ols,-778.7497490304,41.1895730948887,-0.000498841372471896,14.4291408945227
