Row,a1,a2,a3,a5
mvgc-lwr,-0.820539593604698,4.7884440677645e-05,2.10029178976038,1.63957183677272
mvgc-ols,-0.485134090693311,2.37322662484279e-06,2.77530724683189,1.70965187023553
mvgc-lasso,-1.03069359979108,1.60824771052757e-07,3.69427695158374,2.26323608650044
mvgc-sbl,250.181907868228,0.00471520534580686,3.06002081598657,0.962226596904932
mvgc-lapsbl,21.8760968420479,1.15321018282793,2.24268938927872,0.268782514523627
pdc-lwr,46.0360300445903,2.77455339466933e-07,5.17996158108224,1.18712610504254
pdc-ols,52.6221089204661,1.30499112242057e-07,5.33118196259911,1.22671777810432
